age,annual_income,ethnicity,highest_education,marital_status,employment_status,preferred_ice_cream,owns_car,owns_home,choice
33,134500,caucasian,graduate-professional,single,employed,chocolate,no,yes,party-b
82,62500,asian,high-school,single,employed,vanilla,yes,no,party-a
46,124500,hispanic,graduate-professional,married,employed,vanilla,yes,no,party-b
59,29000,other,college,married,employed,chocolate,yes,no,party-b
53,45500,hispanic,not-high-school,married,employed,chocolate,yes,yes,party-a
55,150000,other,graduate-professional,married,employed,vanilla,yes,no,party-a
73,15000,african-american,not-high-school,married,unemployed,vanilla,no,yes,party-b
28,26000,asian,not-high-school,single,employed,vanilla,no,no,party-a
75,49500,african-american,college,married,unemployed,chocolate,no,yes,party-a
41,106500,african-american,graduate-professional,single,employed,vanilla,yes,yes,party-b
36,69000,african-american,graduate-professional,single,employed,vanilla,yes,no,party-a
20,42000,asian,high-school,single,employed,vanilla,no,no,party-a
48,50000,hispanic,high-school,married,employed,vanilla,yes,yes,party-b
72,45500,caucasian,college,married,employed,vanilla,no,yes,party-a
63,82500,other,graduate-professional,married,unemployed,chocolate,yes,yes,party-a
62,41000,african-american,high-school,single,employed,chocolate,no,no,party-a
73,66500,asian,college,married,unemployed,chocolate,yes,yes,party-a
38,82500,caucasian,high-school,single,employed,vanilla,yes,no,party-b
84,30000,asian,college,married,employed,chocolate,yes,yes,party-a
48,116000,asian,college,single,employed,vanilla,yes,yes,party-b
45,105500,hispanic,college,single,employed,chocolate,yes,no,party-b
64,96500,asian,high-school,married,employed,vanilla,yes,yes,party-a
37,97500,hispanic,high-school,single,employed,vanilla,yes,no,party-b
44,61000,asian,graduate-professional,married,employed,chocolate,yes,yes,party-a
27,51500,caucasian,not-high-school,single,employed,chocolate,yes,no,party-a
40,21000,caucasian,not-high-school,married,employed,chocolate,yes,no,party-b
72,87500,asian,high-school,married,employed,chocolate,yes,yes,party-a
41,36000,caucasian,high-school,single,unemployed,chocolate,yes,no,party-b
75,45500,caucasian,graduate-professional,married,unemployed,chocolate,no,no,party-a
45,47500,caucasian,not-high-school,married,employed,chocolate,yes,yes,party-b
42,34500,asian,high-school,single,employed,vanilla,yes,yes,party-a
43,47500,caucasian,graduate-professional,single,employed,vanilla,yes,no,party-a
75,77000,african-american,college,married,unemployed,vanilla,yes,yes,party-a
70,128000,african-american,graduate-professional,single,employed,chocolate,no,yes,party-a
54,41000,asian,high-school,married,employed,vanilla,yes,yes,party-b
44,37500,african-american,college,married,employed,vanilla,yes,no,party-b
24,43500,hispanic,college,married,employed,vanilla,yes,no,party-a
51,85000,caucasian,college,married,employed,vanilla,no,no,party-b
75,25000,hispanic,high-school,single,employed,chocolate,yes,yes,party-a
54,40500,african-american,college,married,employed,vanilla,no,no,party-b
31,20500,caucasian,high-school,single,unemployed,vanilla,yes,no,party-b
44,32500,asian,college,married,employed,chocolate,yes,yes,party-b
44,21000,hispanic,not-high-school,married,unemployed,vanilla,yes,no,party-b
31,56500,caucasian,high-school,single,employed,chocolate,yes,yes,party-b
37,35000,hispanic,college,single,employed,vanilla,yes,no,party-b
40,58000,asian,graduate-professional,single,employed,vanilla,yes,no,party-b
40,22500,caucasian,high-school,married,employed,chocolate,yes,no,party-b
36,44500,hispanic,high-school,single,employed,chocolate,no,no,party-b
25,89000,hispanic,college,married,employed,chocolate,no,yes,party-a
64,69000,asian,graduate-professional,married,employed,vanilla,yes,yes,party-a
75,55000,other,college,married,unemployed,chocolate,no,yes,party-a
34,79000,asian,graduate-professional,single,employed,vanilla,yes,no,party-a
55,51000,african-american,college,married,employed,vanilla,yes,yes,party-a
81,150000,other,college,married,employed,chocolate,yes,yes,party-b
63,86500,other,high-school,single,unemployed,vanilla,yes,no,party-a
43,51500,other,graduate-professional,married,unemployed,vanilla,yes,no,party-b
21,92500,asian,graduate-professional,single,unemployed,chocolate,no,no,party-a
55,87000,african-american,college,single,employed,vanilla,yes,no,party-a
70,91500,hispanic,high-school,married,unemployed,chocolate,no,yes,party-b
60,48000,caucasian,high-school,married,employed,vanilla,no,yes,party-a
77,58000,caucasian,college,married,unemployed,chocolate,no,no,party-a
48,146500,other,high-school,married,employed,vanilla,yes,yes,party-a
64,30000,hispanic,not-high-school,married,employed,vanilla,yes,no,party-b
39,16500,hispanic,high-school,married,employed,chocolate,no,no,party-b
50,77000,other,high-school,single,employed,vanilla,no,no,party-b
62,48000,african-american,graduate-professional,married,unemployed,chocolate,yes,no,party-a
81,82000,caucasian,college,married,unemployed,vanilla,yes,yes,party-a
24,62000,other,college,married,employed,vanilla,no,yes,party-a
33,101500,hispanic,high-school,married,employed,chocolate,yes,no,party-b
40,28000,other,high-school,single,employed,chocolate,yes,yes,party-b
50,76000,hispanic,graduate-professional,single,employed,vanilla,yes,no,party-a
68,77500,caucasian,high-school,married,employed,vanilla,yes,no,party-a
64,26000,hispanic,high-school,married,employed,chocolate,yes,no,party-b
69,29500,hispanic,college,married,unemployed,vanilla,yes,yes,party-a
47,101000,african-american,graduate-professional,single,employed,chocolate,yes,yes,party-a
37,55000,african-american,college,married,unemployed,chocolate,no,no,party-b
76,94000,hispanic,college,married,unemployed,vanilla,no,yes,party-a
59,87000,asian,graduate-professional,married,employed,vanilla,yes,no,party-b
32,81000,caucasian,graduate-professional,single,employed,chocolate,yes,no,party-a
38,57500,asian,high-school,married,employed,vanilla,yes,yes,party-a
56,43000,other,graduate-professional,married,employed,chocolate,no,no,party-a
60,38500,caucasian,not-high-school,single,employed,vanilla,no,no,party-b
35,56500,other,not-high-school,single,employed,chocolate,yes,yes,party-b
59,94000,hispanic,not-high-school,married,employed,vanilla,no,yes,party-a
40,39500,hispanic,college,single,employed,chocolate,yes,no,party-b
42,15000,caucasian,college,married,unemployed,vanilla,yes,no,party-b
65,47000,african-american,graduate-professional,married,employed,vanilla,yes,no,party-a
42,71500,caucasian,not-high-school,married,employed,chocolate,yes,no,party-b
41,49000,african-american,high-school,single,employed,chocolate,yes,no,party-b
61,61500,other,college,married,employed,vanilla,yes,no,party-b
62,55000,african-american,high-school,married,employed,vanilla,yes,yes,party-a
21,42000,asian,college,single,employed,chocolate,yes,no,party-a
35,58500,other,high-school,single,employed,chocolate,no,no,party-b
21,27000,other,college,single,employed,chocolate,yes,no,party-a
32,28500,other,high-school,married,employed,chocolate,no,no,party-b
84,27500,hispanic,college,single,unemployed,vanilla,no,yes,party-b
52,106000,caucasian,college,married,employed,chocolate,no,no,party-b
40,70500,hispanic,college,married,employed,vanilla,yes,yes,party-a
54,24500,asian,college,single,employed,vanilla,yes,no,party-b
34,21000,african-american,college,married,employed,vanilla,no,no,party-b
61,53500,asian,college,married,employed,chocolate,yes,no,party-b
50,18500,other,college,single,unemployed,vanilla,yes,no,party-b
22,26500,asian,high-school,single,unemployed,chocolate,yes,no,party-a
47,149000,african-american,college,single,employed,vanilla,yes,yes,party-b
41,61500,caucasian,college,single,employed,vanilla,yes,yes,party-a
20,61000,other,college,married,employed,vanilla,yes,yes,party-a
66,33000,hispanic,high-school,single,employed,vanilla,yes,no,party-a
72,46500,other,not-high-school,married,unemployed,chocolate,no,no,party-b
48,15000,hispanic,high-school,single,employed,chocolate,yes,no,party-b
42,16000,african-american,not-high-school,single,unemployed,vanilla,yes,no,party-b
82,46000,asian,graduate-professional,married,employed,vanilla,no,yes,party-a
23,30000,african-american,high-school,single,employed,chocolate,yes,no,party-a
57,90000,other,graduate-professional,single,employed,vanilla,no,no,party-a
83,27500,hispanic,high-school,married,unemployed,vanilla,no,yes,party-a
78,60500,other,graduate-professional,married,employed,chocolate,yes,no,party-a
79,36500,hispanic,college,married,unemployed,vanilla,no,yes,party-b
73,31000,asian,college,married,unemployed,chocolate,yes,no,party-a
34,157500,asian,college,single,employed,vanilla,yes,yes,party-b
53,57000,hispanic,graduate-professional,married,employed,vanilla,yes,yes,party-a
75,72500,other,graduate-professional,single,unemployed,chocolate,yes,yes,party-a
38,58500,african-american,college,single,employed,vanilla,yes,no,party-a
82,26500,asian,high-school,married,employed,vanilla,no,no,party-b
33,24000,hispanic,college,single,employed,chocolate,yes,no,party-b
63,38500,african-american,high-school,married,employed,chocolate,yes,yes,party-b
19,173000,african-american,graduate-professional,single,employed,vanilla,no,no,party-a
70,43500,caucasian,college,married,employed,vanilla,no,yes,party-a
55,107500,other,graduate-professional,single,employed,chocolate,yes,no,party-a
52,126500,african-american,high-school,married,unemployed,chocolate,no,no,party-b
80,38000,african-american,high-school,married,unemployed,vanilla,yes,no,party-b
42,111500,other,college,married,employed,vanilla,no,yes,party-b
29,34500,african-american,high-school,single,employed,vanilla,yes,no,party-b
26,15000,caucasian,high-school,single,employed,chocolate,yes,no,party-a
19,19500,african-american,high-school,single,unemployed,chocolate,no,no,party-b
70,59500,asian,graduate-professional,married,employed,chocolate,yes,yes,party-a
46,22500,other,graduate-professional,single,employed,chocolate,no,yes,party-b
28,30500,caucasian,high-school,single,employed,vanilla,yes,yes,party-b
47,91500,hispanic,college,single,employed,chocolate,no,no,party-a
69,19500,other,not-high-school,married,unemployed,vanilla,no,no,party-b
84,100000,asian,graduate-professional,married,unemployed,chocolate,no,yes,party-a
24,47000,other,college,single,employed,chocolate,no,no,party-a
53,21500,hispanic,graduate-professional,married,employed,vanilla,yes,no,party-b
72,122500,caucasian,college,married,employed,chocolate,yes,yes,party-a
25,120500,hispanic,high-school,single,employed,chocolate,no,no,party-b
20,39500,asian,graduate-professional,married,employed,chocolate,yes,no,party-a
84,56500,asian,graduate-professional,married,employed,vanilla,yes,yes,party-a
51,46000,caucasian,high-school,married,employed,chocolate,yes,yes,party-a
81,148500,asian,graduate-professional,married,unemployed,vanilla,no,yes,party-a
64,36500,caucasian,college,married,employed,vanilla,no,yes,party-a
82,71000,caucasian,college,married,unemployed,chocolate,yes,no,party-a
70,46000,caucasian,graduate-professional,married,employed,chocolate,yes,no,party-a
40,91000,other,high-school,married,unemployed,chocolate,no,yes,party-a
47,43000,asian,high-school,married,employed,chocolate,no,no,party-b
50,22500,african-american,high-school,married,employed,vanilla,no,yes,party-a
72,76000,asian,college,single,unemployed,chocolate,no,no,party-a
58,22500,caucasian,not-high-school,married,employed,chocolate,yes,yes,party-b
49,61500,african-american,graduate-professional,married,employed,chocolate,yes,no,party-b
77,109500,hispanic,graduate-professional,single,unemployed,vanilla,yes,yes,party-b
36,176000,other,graduate-professional,married,unemployed,vanilla,yes,yes,party-b
40,15000,african-american,high-school,married,employed,vanilla,yes,yes,party-b
42,135500,asian,college,married,employed,vanilla,yes,no,party-b
82,21000,african-american,college,married,employed,chocolate,no,no,party-b
19,220000,caucasian,high-school,married,employed,chocolate,yes,yes,party-a
62,32500,asian,graduate-professional,married,employed,vanilla,no,yes,party-a
79,19500,other,high-school,single,unemployed,vanilla,no,yes,party-b
23,65000,african-american,graduate-professional,single,employed,vanilla,yes,yes,party-a
22,15500,caucasian,college,single,employed,vanilla,yes,yes,party-a
71,133000,asian,not-high-school,single,unemployed,chocolate,yes,yes,party-a
45,32000,asian,college,married,employed,vanilla,yes,yes,party-a
51,30000,hispanic,high-school,single,employed,vanilla,yes,yes,party-b
52,87500,other,not-high-school,single,unemployed,vanilla,no,no,party-a
77,103500,asian,high-school,married,employed,vanilla,yes,yes,party-a
68,93000,african-american,college,married,unemployed,vanilla,no,yes,party-a
83,54500,african-american,college,single,unemployed,vanilla,no,yes,party-a
84,29500,hispanic,college,married,employed,chocolate,yes,yes,party-a
61,52000,asian,college,married,employed,chocolate,yes,no,party-a
34,126000,asian,college,single,employed,chocolate,yes,no,party-b
57,51000,hispanic,high-school,married,employed,chocolate,no,no,party-b
62,71500,asian,college,married,employed,vanilla,yes,yes,party-b
61,59000,caucasian,high-school,single,employed,vanilla,yes,no,party-b
58,103500,african-american,graduate-professional,married,employed,chocolate,no,yes,party-b
82,47500,caucasian,college,single,unemployed,chocolate,yes,no,party-a
67,36000,african-american,graduate-professional,married,unemployed,vanilla,yes,yes,party-a
71,88500,african-american,not-high-school,married,unemployed,chocolate,yes,no,party-b
82,64500,hispanic,high-school,single,unemployed,vanilla,yes,yes,party-a
24,65000,asian,high-school,single,employed,vanilla,no,yes,party-a
46,55500,caucasian,high-school,married,employed,vanilla,yes,no,party-a
51,62500,african-american,high-school,single,employed,chocolate,no,no,party-b
25,34500,caucasian,college,single,employed,chocolate,no,no,party-a
44,35500,caucasian,graduate-professional,single,employed,vanilla,no,no,party-b
